interval_begin;interval_end;interval_id;edge_CO2_abs;edge_CO2_normed;edge_CO2_perVeh;edge_CO_abs;edge_CO_normed;edge_CO_perVeh;edge_HC_abs;edge_HC_normed;edge_HC_perVeh;edge_NOx_abs;edge_NOx_normed;edge_NOx_perVeh;edge_PMx_abs;edge_PMx_normed;edge_PMx_perVeh;edge_electricity_abs;edge_electricity_normed;edge_electricity_perVeh;edge_fuel_abs;edge_fuel_normed;edge_fuel_perVeh;edge_id;edge_sampledSeconds;edge_traveltime
0.00;3000.00;806271971;2510987.812130;28697.003567;16096.272254;29532.949167;337.519419;189.316088;194.720128;2.225373;1.248221;995.410172;11.376116;6.380912;47.840511;0.546749;0.306674;0;0;0;1079.358655;12.335527;6.919050;-130908064#1;957.41;6.14
0.00;3000.00;806271971;840052.528471;31151.515271;4824.163471;8793.509467;326.088114;50.498422;60.120168;2.229425;0.345252;319.120040;11.833870;1.832608;15.140625;0.561457;0.086948;0;0;0;361.101351;13.390656;2.073694;-130908064#2;330.27;1.90
0.00;3000.00;806271971;3546900.170959;34570.177105;22579.442933;36757.888922;358.264025;233.999440;253.058755;2.466460;1.610963;1390.880620;13.556341;8.854298;68.220422;0.664916;0.434289;0;0;0;1524.646726;14.860105;9.705848;-130908064#3;947.08;6.03
0.00;3000.00;806271971;1247564.637651;46263.212768;7081.696132;14589.160909;541.007203;82.814149;96.469653;3.577367;0.547602;495.102733;18.359805;2.810409;23.712186;0.879315;0.134600;0;0;0;536.270843;19.886434;3.044097;-130908064#4;310.09;1.76
0.00;3000.00;806271971;6133949.933767;43364.792745;37495.089596;72862.693657;515.112716;445.388902;479.821507;3.392163;2.933012;2466.672722;17.438478;15.078068;121.509142;0.859025;0.742751;0;0;0;2636.697148;18.640489;16.117379;-130908064#5;1469.74;8.98
0.00;3000.00;806271971;4375600.306808;69767.743398;23707.846595;63473.451012;1012.066718;343.911403;394.647391;6.292544;2.138276;1833.837128;29.240029;9.936083;89.220936;1.422603;0.483416;0;0;0;1880.865249;29.989879;10.190891;-130908064#6;1171.96;6.35
0.00;3000.00;806271971;7028926.254996;62544.205146;35881.231196;126305.309834;1123.879370;644.762779;743.686745;6.617411;3.796369;2954.404408;26.288635;15.081630;142.856305;1.271152;0.729252;0;0;0;3021.425887;26.885000;15.423761;-130908064#7;3268.21;16.68
0.00;3000.00;806271971;1031407.481939;132941.888112;4300.187037;16900.906569;2178.419751;70.463964;101.742138;13.113917;0.424188;440.720916;56.806133;1.837472;21.141068;2.724950;0.088142;0;0;0;443.354370;57.145569;1.848452;-130908064#8;244.17;1.02
0.00;3000.00;806271971;1242352.381330;138423.663658;5441.585158;22182.581094;2471.596779;97.161164;130.621490;14.553926;0.572131;530.578766;59.117411;2.323970;24.817969;2.765233;0.108704;0;0;0;534.031969;59.502169;2.339095;-130908064#9;290.80;1.27
0.00;3000.00;806271971;2686056.064228;38834.545507;21100.582670;40598.108244;586.960601;318.922509;249.642464;3.609289;1.961091;1117.014931;16.149613;8.774823;55.076401;0.796285;0.432658;0;0;0;1154.611462;16.693178;9.070166;-130908153#0;1014.30;7.97
